Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
WLH,Lyon William Homes,29.29,$936.09M,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/wlh
LYB,LyondellBasell Industries NV,103.43,$40.8B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lyb
MBTF,M B T Financial Corp,10.35,$236.71M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf
MACQ,"M I Acquisitions, Inc.",10.14,$71.58M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/macq
MACQU,"M I Acquisitions, Inc.",10.52,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/macqu
MACQW,"M I Acquisitions, Inc.",0.35,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/macqw
MIII,M III Acquisition Corp.,9.8392,$189.01M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miii
MIIIU,M III Acquisition Corp.,10.33,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miiiu
MIIIW,M III Acquisition Corp.,0.538,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miiiw
MTB,M&T Bank Corporation,167.28,$25.42B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mtb
MTB.WS,M&T Bank Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb.ws
MTB^,M&T Bank Corporation,1026,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb^
MTB^C,M&T Bank Corporation,1086,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb^c
MDC,"M.D.C. Holdings, Inc.",37.29,$1.93B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mdc
MHO,"M/I Homes, Inc.",33.72,$928M,1993,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mho
MBVX,"MabVax Therapeutics Holdings, Inc.",0.6301,$11.92M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mbvx
MCBC,Macatawa Bank Corporation,9.97,$338.39M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc
MAC,Macerich Company (The),54.97,$7.77B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mac
CLI,Mack-Cali Realty Corporation,23.08,$2.08B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cli
MFNC,Mackinac Financial Corporation,15.35,$96.63M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfnc
MTSI,"MACOM Technology Solutions Holdings, Inc.",39.86,$2.56B,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,25.26,$314.95M,2005,n/a,n/a,http://www.nasdaq.com/symbol/mgu
MIC,Macquarie Infrastructure Company,70.07,$5.79B,2004,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mic
MFD,Macquarie/First Trust Global,13.0789,$111.66M,2004,n/a,n/a,http://www.nasdaq.com/symbol/mfd
BMA,Macro Bank Inc.,120.7,$8.08B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bma
MGNX,"MacroGenics, Inc.",19.34,$711.68M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mgnx
M,Macy&#39;s Inc,18.95,$5.77B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/m
MCN,Madison Covered Call & Equity Strategy Fund,7.7,$148.37M,2004,n/a,n/a,http://www.nasdaq.com/symbol/mcn
MSP,Madison Strategic Sector Premium Fund,11.71,$67.9M,2005,n/a,n/a,http://www.nasdaq.com/symbol/msp
MDGL,"Madrigal Pharmaceuticals, Inc.",47.26,$590.55M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdgl
MAG,MAG Silver Corporation,11.07,$894.42M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mag
MAGS,Magal Security Systems Ltd.,4.3,$98.95M,1993,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/mags
MGLN,"Magellan Health, Inc.",83.55,$1.98B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln
MMP,Magellan Midstream Partners L.P.,68.27,$15.57B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mmp
MGIC,Magic Software Enterprises Ltd.,8.95,$398.15M,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgic
